#title = mean sea level anomaly global ocean (Annual signals removed) 
#institution = NOAA/Laboratory for Satellite Altimetry 
#references = NOAA Sea Level Rise (http://www.star.nesdis.noaa.gov/sod/lsa/SeaLevelRise/) and Radar Altimeter Database System (http://www.deos.tudelft.nl/altim/rads/) 
#comment = Data use policy: In publications, presentations, or on web pages based on LSA data the following acknowledgment should be included: 'Altimetry data are provided by NOAA Laboratory for Satellite Altimetry.' 
#trend = 2.96 mm/year (no glacial isostatic adjustment correction) 
year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2003.5200,11.23000,6.88000,,
2003.5470,11.46000,,,
2003.5471,,10.75000,,
2003.5741,5.58000,,,
2003.5742,,9.19000,,
2003.6014,12.04000,10.45000,,
2003.6286,12.62000,7.46000,,
2003.6556,16.33000,,,
2003.6557,,10.20000,,
2003.6827,14.67000,,,
2003.6829,,11.75000,,
2003.7100,5.13000,11.89000,,
2003.7371,,11.61000,,
2003.7372,6.06000,,,
2003.7642,10.03000,,,
2003.7643,,13.69000,,
2003.7914,13.29000,11.58000,,
2003.8186,,11.12000,,
2003.8187,16.58000,,,
2003.8457,16.80000,10.32000,,
2003.8708,,9.14000,,
2003.8728,7.20000,,,
2003.9000,9.02000,,,
2003.9112,,6.67000,,
2003.9271,13.66000,,,
2003.9272,,11.61000,,
2003.9543,18.04000,11.43000,,
2003.9813,18.02000,,,
2003.9815,,8.36000,,
2004.0086,11.26000,9.11000,,
2004.0358,9.03000,,,
2004.0359,,14.01000,,
2004.0628,,13.28000,,
2004.0629,8.10000,,,
2004.0898,10.74000,,,
2004.0901,,12.11000,,
2004.1135,,6.35000,,
2004.1173,15.87000,,,
2004.1443,12.90000,,,
2004.1489,,11.31000,,
2004.1715,15.29000,12.31000,,
2004.1986,7.89000,11.55000,,
2004.2258,10.07000,,,
2004.2259,,12.10000,,
2004.2513,,14.16000,,
2004.2531,16.68000,,,
2004.2801,18.06000,11.30000,,
2004.3073,,14.62000,,
2004.3075,21.72000,,,
2004.3343,15.67000,,,
2004.3344,,9.93000,,
2004.3615,13.66000,10.23000,,
2004.3884,11.85000,,,
2004.3886,,9.40000,,
2004.4158,,13.11000,,
2004.4429,,12.51000,,
2004.4702,,11.05000,,
2004.4728,19.01000,,,
2004.4971,13.62000,,,
2004.4973,,15.01000,,
2004.5226,9.46000,,,
2004.5244,,14.26000,,
2004.5497,7.45000,,,
2004.5516,,12.29000,,
2004.5771,8.13000,,,
2004.5787,,9.50000,,
2004.6060,,10.82000,,
2004.6063,15.56000,,,
2004.6330,,13.32000,,
2004.6331,16.94000,,,
2004.6601,,12.76000,,
2004.6602,13.44000,,,
2004.6870,8.01000,,,
2004.6873,,14.22000,,
2004.7143,11.31000,,,
2004.7145,,16.88000,,
2004.7416,,12.24000,,
2004.7417,7.28000,,,
2004.7686,17.21000,,,
2004.7687,,13.66000,,
2004.7959,,14.61000,,
2004.7960,15.04000,,,
2004.8231,10.11000,,,
2004.8232,,13.01000,,
2004.8502,8.39000,13.48000,,
2004.8773,9.15000,,,
2004.8774,,13.70000,,
2004.9044,,8.42000,,
2004.9045,9.11000,,,
2004.9317,,12.00000,,
2004.9318,16.79000,,,
2004.9541,14.53000,,,
2004.9590,,13.25000,,
2004.9859,12.66000,,,
2004.9860,,19.48000,,
2005.0129,2.15000,,,
2005.0131,,14.73000,,
2005.0401,5.70000,,,
2005.0402,,14.21000,,
2005.0675,12.34000,16.47000,,
2005.0945,18.35000,15.66000,,
2005.1217,15.24000,16.48000,,
2005.1488,7.94000,,,
2005.1491,,16.21000,,
2005.1759,11.11000,19.67000,,
2005.2031,,18.10000,,
2005.2033,9.90000,,,
2005.2301,,12.93000,,
2005.2303,10.08000,,,
2005.2574,13.20000,13.59000,,
2005.2844,,18.52000,,
2005.2847,16.89000,,,
2005.3106,7.16000,,,
2005.3117,,15.74000,,
2005.3389,,16.95000,,
2005.3394,8.54000,,,
2005.3659,12.23000,,,
2005.3660,,16.85000,,
2005.3932,16.62000,,,
2005.3933,,15.91000,,
2005.4200,13.52000,,,
2005.4203,,16.30000,,
2005.4474,12.97000,17.48000,,
2005.4745,8.40000,,,
2005.4746,,17.69000,,
2005.5017,6.24000,16.82000,,
2005.5289,,19.13000,,
2005.5291,11.07000,,,
2005.5560,,15.32000,,
2005.5561,14.39000,,,
2005.5831,17.63000,,,
2005.5833,,16.99000,,
2005.6102,15.73000,,,
2005.6103,,14.80000,,
2005.6376,,15.58000,,
2005.6377,9.85000,,,
2005.6646,,17.32000,,
2005.6647,8.16000,,,
2005.6917,12.94000,,,
2005.6918,,18.09000,,
2005.7137,,17.52000,,
2005.7190,17.68000,,,
2005.7462,16.11000,,,
2005.7511,,17.20000,,
2005.7656,16.09000,,,
2005.7734,,17.94000,,
2005.8004,,16.65000,,
2005.8275,,17.01000,,
2005.8547,,20.04000,,
2005.8818,,19.51000,,
2005.9091,,18.09000,,
2005.9362,,19.10000,,
2005.9633,,20.06000,,
2005.9906,,20.51000,,
2006.0176,,18.84000,,
2006.0447,,14.41000,,
2006.0719,,17.15000,,
2006.0991,,17.91000,,
2006.1262,,16.90000,,
2006.1535,,17.00000,,
2006.1804,,17.93000,,
2006.2076,,13.64000,,
2006.2347,,17.36000,,
2006.2619,,16.41000,,
2006.2890,,16.14000,,
2006.3163,,16.06000,,
2006.3433,,16.37000,,
2006.3705,,19.76000,,
2006.3975,,19.81000,,
2006.4248,,19.39000,,
2006.4519,,18.84000,,
2006.4791,,18.13000,,
2006.5064,,19.62000,,
2006.5334,,19.30000,,
2006.5605,,18.55000,,
2006.5877,,16.89000,,
2006.6148,,14.28000,,
2006.6420,,17.44000,,
2006.6691,,19.98000,,
2006.6963,,19.76000,,
2006.7235,,20.58000,,
2006.7507,,19.51000,,
2006.7777,,20.74000,,
2006.8049,,20.00000,,
2006.8244,,19.51000,,
2006.8894,,17.93000,,
2006.9135,,16.95000,,
2006.9403,,21.48000,,
2006.9679,,20.19000,,
2006.9949,,19.13000,,
2007.0220,,16.46000,,
2007.0492,,15.01000,,
2007.0765,,18.12000,,
2007.1035,,17.05000,,
2007.1303,,16.60000,,
2007.1578,,18.48000,,
2007.1849,,16.79000,,
2007.2121,,18.28000,,
2007.2392,,18.79000,,
2007.2660,,21.53000,,
2007.2935,,21.46000,,
2007.3207,,20.58000,,
2007.3479,,14.89000,,
2007.3750,,19.88000,,
2007.4022,,21.12000,,
2007.4292,,18.97000,,
2007.4564,,15.60000,,
2007.4836,,15.56000,,
2007.5107,,16.42000,,
2007.5378,,15.26000,,
2007.5650,,14.67000,,
2007.5921,,16.39000,,
2007.6193,,19.54000,,
2007.6466,,16.89000,,
2007.6736,,15.14000,,
2007.7007,,15.34000,,
2007.7279,,20.59000,,
2007.7550,,19.77000,,
2007.7822,,17.94000,,
2007.8093,,17.86000,,
2007.8365,,15.55000,,
2007.8637,,19.09000,,
2007.8908,,23.77000,,
2007.9180,,22.93000,,
2007.9451,,20.90000,,
2007.9723,,16.00000,,
2007.9995,,17.96000,,
2008.0266,,19.18000,,
2008.0537,,22.50000,,
2008.0808,,22.18000,,
2008.1080,,19.99000,,
2008.1351,,21.31000,,
2008.1623,,18.36000,,
2008.1894,,21.55000,,
2008.2166,,22.02000,,
2008.2437,,21.11000,,
2008.2709,,19.66000,,
2008.2981,,20.98000,,
2008.3253,,20.80000,,
2008.3456,,19.98000,,
2008.3795,,25.39000,,
2008.4066,,25.32000,,
2008.4338,,23.05000,,
2008.4609,,21.76000,,
2008.4881,,23.48000,,
2008.5152,,24.51000,,
2008.5423,,24.31000,,
2008.5425,,,22.46000,
2008.5695,,22.29000,21.63000,
2008.5922,,21.29000,,
2008.5968,,,19.62000,
2008.6238,,,22.12000,
2008.6507,,,20.69000,
2008.6509,,18.46000,,
2008.6781,,,20.58000,
2008.6782,,21.00000,,
2008.7052,,19.42000,19.51000,
2008.7324,,20.80000,21.16000,
2008.7595,,22.63000,21.57000,
2008.7867,,21.56000,22.21000,
2008.8138,,23.74000,22.78000,
2008.8410,,,21.19000,
2008.8411,,21.58000,,
2008.8681,,24.58000,23.51000,
2008.8953,,24.01000,22.40000,
2008.9224,,,26.99000,
2008.9225,,27.41000,,
2008.9496,,22.51000,22.52000,
2008.9768,,,21.10000,
2008.9769,,20.73000,,
2009.0039,,22.97000,22.87000,
2009.0310,,23.88000,,
2009.0316,,,23.49000,
2009.0582,,23.39000,22.95000,
2009.0853,,,22.30000,
2009.1124,,,19.99000,
2009.1267,,20.51000,,
2009.1396,,,21.95000,
2009.1531,,23.69000,,
2009.1667,,,23.19000,
2009.1803,,27.03000,,
2009.1939,,,24.15000,
2009.2074,,27.64000,,
2009.2210,,,24.75000,
2009.2346,,27.16000,,
2009.2482,,,24.82000,
2009.2618,,26.11000,,
2009.2753,,,24.19000,
2009.2889,,23.74000,,
2009.3025,,,24.95000,
2009.3160,,25.96000,,
2009.3296,,,25.11000,
2009.3432,,27.97000,,
2009.3567,,,24.63000,
2009.3703,,24.16000,,
2009.3839,,,23.79000,
2009.3975,,24.31000,,
2009.4107,,,23.35000,
2009.4246,,23.99000,,
2009.4382,,,25.36000,
2009.4518,,27.84000,,
2009.4653,,,25.98000,
2009.4789,,25.03000,,
2009.4925,,,24.18000,
2009.5061,,24.83000,,
2009.5197,,,22.25000,
2009.5332,,24.80000,,
2009.5468,,,23.69000,
2009.5604,,27.95000,,
2009.5740,,,27.23000,
2009.5875,,27.20000,,
2009.6011,,,24.00000,
2009.6147,,25.28000,,
2009.6283,,,24.98000,
2009.6418,,24.55000,,
2009.6554,,,25.14000,
2009.6690,,26.69000,,
2009.6826,,,25.76000,
2009.6947,,29.44000,,
2009.7097,,,28.62000,
2009.7360,,23.96000,,
2009.7369,,,27.91000,
2009.7504,,29.52000,,
2009.7640,,,27.17000,
2009.7776,,28.24000,,
2009.7911,,,28.26000,
2009.8047,,27.50000,,
2009.8184,,,28.69000,
2009.8319,,30.02000,,
2009.8455,,,28.36000,
2009.8590,,26.51000,,
2009.8726,,,24.93000,
2009.8862,,27.23000,,
2009.8998,,,27.55000,
2009.9133,,28.05000,,
2009.9269,,,26.67000,
2009.9405,,27.59000,,
2009.9540,,,24.81000,
2009.9676,,28.27000,,
2009.9812,,,29.59000,
2009.9948,,28.12000,,
2010.0084,,,26.46000,
2010.0219,,29.45000,,
2010.0355,,,25.94000,
2010.0491,,26.60000,,
2010.0626,,,25.00000,
2010.0762,,22.61000,,
2010.0898,,,21.32000,
2010.1033,,24.65000,,
2010.1170,,,25.50000,
2010.1305,,28.70000,,
2010.1441,,,27.83000,
2010.1576,,30.98000,,
2010.1712,,,31.46000,
2010.1850,,30.40000,,
2010.1983,,,25.20000,
2010.2120,,26.18000,,
2010.2255,,,25.80000,
2010.2390,,26.38000,,
2010.2527,,,25.57000,
2010.2655,,26.03000,,
2010.2799,,,28.33000,
2010.2935,,31.46000,,
2010.3069,,,28.59000,
2010.3205,,28.88000,,
2010.3341,,,25.85000,
2010.3477,,27.59000,,
2010.3612,,,26.06000,
2010.3748,,28.97000,,
2010.3884,,,30.31000,
2010.4019,,27.32000,,
2010.4155,,,30.25000,
2010.4277,,28.28000,,
2010.4427,,,30.33000,
2010.4562,,30.10000,,
2010.4698,,,30.71000,
2010.4833,,28.57000,,
2010.4970,,,30.28000,
2010.5105,,27.12000,,
2010.5242,,,29.91000,
2010.5377,,28.76000,,
2010.5513,,,30.31000,
2010.5639,,28.82000,,
2010.5784,,,28.32000,
2010.5920,,28.70000,,
2010.6055,,,26.58000,
2010.6192,,31.15000,,
2010.6328,,,27.64000,
2010.6463,,27.61000,,
2010.6599,,,23.80000,
2010.6733,,25.66000,,
2010.6870,,,25.44000,
2010.7006,,25.65000,,
2010.7142,,,24.84000,
2010.7277,,25.10000,,
2010.7414,,,23.96000,
2010.7549,,23.57000,,
2010.7685,,,25.08000,
2010.7820,,25.65000,,
2010.7956,,,28.33000,
2010.8092,,29.26000,,
2010.8228,,,26.51000,
2010.8364,,28.65000,,
2010.8499,,,25.63000,
2010.8635,,26.29000,,
2010.8771,,,26.85000,
2010.8906,,22.36000,,
2010.9043,,,22.71000,
2010.9178,,21.02000,,
2010.9314,,,23.95000,
2010.9449,,24.09000,,
2010.9586,,,23.61000,
2010.9721,,26.09000,,
2010.9857,,,25.99000,
2010.9993,,26.15000,,
2011.0129,,,23.64000,
2011.0264,,22.87000,,
2011.0399,,,23.00000,
2011.0536,,22.70000,,
2011.0671,,,24.74000,
2011.0807,,25.48000,,
2011.0943,,,23.24000,
2011.1078,,23.49000,,
2011.1214,,,22.09000,
2011.1350,,24.21000,,
2011.1486,,,22.81000,
2011.1621,,24.45000,,
2011.1757,,,23.42000,
2011.1892,,23.45000,,
2011.2029,,,23.46000,
2011.2164,,22.52000,,
2011.2300,,,21.34000,
2011.2436,,23.21000,,
2011.2571,,,23.21000,
2011.2705,,23.25000,,
2011.2843,,,23.58000,
2011.2978,,23.08000,,
2011.3115,,,23.14000,
2011.3250,,21.69000,,
2011.3386,,,20.38000,
2011.3521,,21.80000,,
2011.3657,,,23.99000,
2011.3793,,21.29000,,
2011.3929,,,24.92000,
2011.4064,,24.42000,,
2011.4200,,,25.04000,
2011.4336,,25.06000,,
2011.4471,,,25.69000,
2011.4607,,25.86000,,
2011.4743,,,28.04000,
2011.4879,,25.69000,,
2011.5014,,,26.17000,
2011.5151,,24.41000,,
2011.5286,,,25.36000,
2011.5421,,22.32000,,
2011.5558,,,24.43000,
2011.5693,,24.40000,,
2011.5830,,,25.30000,
2011.5965,,26.28000,,
2011.6100,,,27.94000,
2011.6236,,25.22000,,
2011.6372,,,28.20000,
2011.6508,,29.17000,,
2011.6644,,,27.57000,
2011.6778,,26.82000,,
2011.6916,,,25.83000,
2011.7051,,22.83000,,
2011.7187,,,25.36000,
2011.7319,,25.92000,,
2011.7459,,,27.73000,
2011.7591,,27.94000,,
2011.7730,,,30.00000,
2011.7867,,29.76000,,
2011.8002,,,31.10000,
2011.8137,,25.64000,,
2011.8273,,,26.74000,
2011.8408,,25.78000,,
2011.8544,,,26.11000,
